Yr,Mo,ProductName,Revenue,Units,Discount,FiscalYear
2023,5,Gouric,52682606.4525,114216.0,426689.7975,FY22-23
2023,5,Histalis,781805.0067000003,6679.0,2936.1633,FY22-23
2023,5,IBANDRO,10889.846,25.0,266.404,FY22-23
2023,5,Inosita,10538743.03350002,14271.0,106113.8165,FY22-23
2023,5,Inosita Plus,76156363.12270035,127461.0,640262.3573,FY22-23
2023,5,Ivadin,2116088.3475,8291.0,11104.6525,FY22-23
2023,5,K-1000,7552578.367099994,17418.0,39927.8329,FY22-23
2023,5,Kalsob,10291902.88110001,22991.0,63703.3389,FY22-23
2023,5,Klevra,5402176.5695,6975.0,45657.4105,FY22-23
2023,5,Klevra XR,336127.4,721.0,7068.6,FY22-23
2023,5,LACTEUS 2,1193.25,1.0,0.0,FY22-23
2023,5,LACTEUS GROW 3,55247.475,47.0,835.275,FY22-23
2023,5,LACTEUS LF,1332.0,1.0,0.0,FY22-23
2023,5,LACTEUS MAMA,2756.5,2.0,0.0,FY22-23
2023,5,LIMITROL,382.5,3.0,0.0,FY22-23
2023,5,Lowplat,58202140.4235,321189.0,495149.32649999997,FY22-23
2023,5,Lowplat Plus,77426875.32770002,398764.0,567186.6723,FY22-23
2023,5,MFIT,8543.64,7.0,0.0,FY22-23
2023,5,NEBULIZERS,4953.844,1.0,2123.076,FY22-23
2023,5,Neo Q 10,2456133.846799999,2661.0,8697.2332,FY22-23
2023,5,Nise,36018851.61300002,244260.0,107202.38699999999,FY22-23
2023,5,Omron BPM,837816.3174,107.0,69602.4826,FY22-23
2023,5,Omron BPM Wrist,235153.435,41.0,29208.825,FY22-23
2023,5,Omron ETB,14543.006000000001,15.0,1615.894,FY22-23
2023,5,Onita,7993148.806,10037.0,69071.444,FY22-23
2023,5,Opt-D,15422573.12900003,94465.0,183450.711,FY22-23
2023,5,Orslim,33136435.53,19829.0,235771.46999999997,FY22-23
2023,5,Oxivort,1349356.465,4069.0,12182.035,FY22-23
2023,5,Paridopa,4951736.71,4980.0,38688.090000000004,FY22-23
2023,5,Phytus,1352351.7,4923.0,112240.8,FY22-23
2023,5,REKLAIM,468255.67519999994,938.0,1944.9648,FY22-23
2023,5,Ramipace,27451453.731599946,62258.0,185108.7884,FY22-23
2023,5,Redexa,4220650.624000003,8344.0,20313.025999999998,FY22-23
2023,5,Retzole,3738770.9,2602.0,21119.1,FY22-23
2023,5,Revolic,1341036.8814999997,2469.0,4271.8385,FY22-23
2023,5,SETSPIN,223.92,1.0,0.0,FY22-23
2023,5,SPEDICAM,2414.52,19.0,0.0,FY22-23
2023,5,Sacvin,22382262.14359993,20184.0,151357.0864,FY22-23
2023,5,SheVit,3453616.7362999967,11235.0,15301.8637,FY22-23
2023,5,Sparliv,1986145.3014000016,3813.0,8358.7386,FY22-23
2023,5,Supercran,2296553.6812,7904.0,348.7188,FY22-23
2023,5,Tansin,4188256.366199983,23466.0,21400.753800000002,FY22-23
2023,5,Telsarta,6094614.700000003,29932.0,29910.84,FY22-23
2023,5,Telsarta-A,17716937.560500074,54861.0,83780.2895,FY22-23
2023,5,Telsarta-D,5583594.001999991,15192.0,24114.398,FY22-23
2023,5,Thewril,2091541.62,7047.0,4940.88,FY22-23
2023,5,Tiocap,1122763.3425,11556.0,6835.6575,FY22-23
2023,5,Treatan,8206146.0345,30086.0,31807.465500000002,FY22-23
2023,5,Treatan-D,1341969.6609999998,1955.0,7371.339,FY22-23
2023,5,UFI,128577.8,335.0,120.69999999999999,FY22-23
2023,5,UriTreat,955678.8,1412.0,4481.2,FY22-23
2023,5,Vible,3184498.0445999983,5858.0,7350.4154,FY22-23
2023,5,Voxamine,4915064.225,15218.0,77147.27500000001,FY22-23
2023,5,X-Plended,88028652.78889973,318106.0,724781.4611,FY22-23
2023,5,X-Plended EZ,6129521.133499998,23961.0,30636.266499999998,FY22-23
2023,5,Xcept,30660392.925,78233.0,248794.57499999998,FY22-23
2023,5,Xilica,7986295.184000004,27940.0,55178.026,FY22-23
2023,5,Zibes,2041287.8942000002,18700.0,6219.4058,FY22-23
2023,5,Zilero,917176.085,1618.0,9289.914999999999,FY22-23
2023,5,Zilfom,952506.8125,2360.0,343.1875,FY22-23
2023,5,Zoltar,8463210.366400002,52407.0,4503742.9736,FY22-23
2023,6,AXIFER,1016175.0,1279.0,342762.5,FY22-23
2023,6,Actiflor,4423385.881799998,9363.0,42671.4882,FY22-23
2023,6,Actnise,1749399.45,7098.0,60590.55,FY22-23
2023,6,Ad Folic,6798246.252300002,26863.0,32477.387700000003,FY22-23
2023,6,Ad Folic OD,12851175.719799975,30988.0,93441.52020000001,FY22-23
2023,6,Ad-D Chewable,324792.4612,1396.0,646.5888,FY22-23
2023,6,Agoviz,2051987.805,3866.0,18255.195,FY22-23
2023,6,Aircare,316284.681,726.0,178.719,FY22-23
2023,6,Aireez,3131287.443,9421.0,9261.957,FY22-23
2023,6,Anex-M,577249.79,2623.0,2433.21,FY22-23
2023,6,Anplag,11286325.37699999,10658.0,166827.923,FY22-23
2023,6,Arbi,3140378.4513000064,11362.0,16724.8587,FY22-23
2023,6,Arbi-D,6622328.114199999,18152.0,38448.6858,FY22-23
2023,6,Avsar,76448962.71720022,232266.0,291706.8328,FY22-23
2023,6,Avsar Plus,23930705.460499976,76549.0,63765.529500000004,FY22-23
2023,6,Azliv,434833.94889999996,2388.0,1307.3711,FY22-23
2023,6,BD PEN NEEDLE,2443206.7102,119868.0,9214.880599999999,FY22-23
2023,6,BD SYRINGE - BAG,37622481.16479997,1856210.0,1087773.2712,FY22-23
2023,6,Busonide,1592202.15,4759.0,2338.35,FY22-23
2023,6,Byvas,10981921.65800004,59497.0,35669.542,FY22-23
2023,6,Dapwiz,3073903.785,13536.0,23555.715,FY22-23
2023,6,Dipof,1443477.252,6624.0,8797.628,FY22-23
2023,6,Diu Tansin,1330776.739799998,7950.0,7049.2602,FY22-23
2023,6,Duzalta,8533990.051999995,22423.0,116402.998,FY22-23
2023,6,Eglaro,232596.21,682.0,1333.99,FY22-23
2023,6,Eglaro-S,2368033.015,4912.0,12034.985,FY22-23
2023,6,Erli,5787202.895,18801.0,59585.855,FY22-23
2023,6,Erli Plus,862233.71,3908.0,1434.29,FY22-23
2023,6,Erli Plus XR,9115032.924299985,25964.0,60847.975699999995,FY22-23
2023,6,Erlina,3364203.7799999993,7791.0,22214.92,FY22-23
2023,6,Estar,28810327.420499984,102672.0,265367.5795,FY22-23
2023,6,Evo Joshanda,141133.4744,519.0,17680.5256,FY22-23
2023,6,EvoCheck,23351289.4251,13054.0,3482499.0349000003,FY22-23
2023,6,EvoCheck Go,9335588.95,8465.0,213291.05,FY22-23
2023,6,Evofix,3460813.477,16058.0,560145.523,FY22-23
2023,6,Evokalm,3290594.46,16678.0,36543.54,FY22-23
2023,6,Evokalm XR,983838.96,2230.0,1821.04,FY22-23
2023,6,Evopride,8514872.405499998,21416.0,50587.794499999996,FY22-23
2023,6,Evopride Plus,11808587.467899939,39868.0,47311.69210000001,FY22-23
2023,6,Fasteso,1776318.185,7373.0,4916.315,FY22-23
2023,6,Femova,7659777.943600003,9932.0,60862.2564,FY22-23
2023,6,Ferfer,8497267.39320002,17044.0,46548.9268,FY22-23
2023,6,Ferfer Gro,3275063.162300004,9431.0,13715.1577,FY22-23
2023,6,Galvecta,666944.9797999999,2699.0,5807.7602,FY22-23
2023,6,Galvecta Plus,6557519.244,16761.0,34082.006,FY22-23
2023,6,Gouric,51152295.488,111234.0,349072.762,FY22-23
2023,6,Histalis,634698.0453000001,5366.0,2024.7747,FY22-23
2023,6,IBANDRO,4462.5,10.0,0.0,FY22-23
2023,6,Inosita,9900594.747500014,13350.0,70366.6325,FY22-23
2023,6,Inosita Plus,73226522.39680034,120398.0,732854.8032,FY22-23
2023,6,Ivadin,1912292.09,7488.0,8129.91,FY22-23
2023,6,K-1000,7441373.453899995,17166.0,41285.9461,FY22-23
2023,6,Kalsob,9922820.094100008,22188.0,71098.8659,FY22-23
2023,6,Klevra,5014299.790200001,6199.0,46068.5098,FY22-23
2023,6,Klevra XR,344576.4,738.0,6711.6,FY22-23
2023,6,LACTEUS AR,31746.0,24.0,0.0,FY22-23
2023,6,LACTEUS GROW 3,22671.75,19.0,0.0,FY22-23
2023,6,LIMITROL,892.5,7.0,0.0,FY22-23
2023,6,Lowplat,54699871.1105,301890.0,470526.38949999993,FY22-23
2023,6,Lowplat Plus,75493323.82070002,388419.0,474644.17929999996,FY22-23
2023,6,MFIT,21969.36,18.0,0.0,FY22-23
2023,6,Neo Q 10,2269413.789299999,2462.0,11087.5707,FY22-23
2023,6,Nise,32933530.08700006,223155.0,71094.41299999999,FY22-23
2023,6,Omron BPM,40739.4933,7.0,4670.7667,FY22-23
2023,6,Omron BPM Wrist,101102.4315,19.0,21406.908499999998,FY22-23
2023,6,Omron ETB,16719.075200000003,17.0,1594.3447999999999,FY22-23
2023,6,Onita,7467108.4085,9387.0,72999.3415,FY22-23
2023,6,Opt-D,13206941.830000019,80798.0,167233.87,FY22-23
2023,6,Orslim,34404412.32,20601.0,267070.68,FY22-23
2023,6,Oxivort,1059636.69,3240.0,7079.31,FY22-23
2023,6,Paridopa,4562006.185,4567.0,29625.815,FY22-23
2023,6,Phytus,726078.5,2627.0,55454.0,FY22-23
2023,6,REKLAIM,529512.0911,1060.0,1844.7088999999999,FY22-23
2023,6,Ramipace,25733691.19029995,58201.0,158018.6697,FY22-23
2023,6,Redexa,3818238.726000002,7562.0,15904.724,FY22-23
2023,6,Retzole,2927960.15,2034.0,11169.85,FY22-23
2023,6,Revolic,1397949.5835999995,2574.0,4571.5364,FY22-23
2023,6,SPEDICAM,2287.44,18.0,0.0,FY22-23
2023,6,Sacvin,21501342.871599935,19342.0,147943.7384,FY22-23
2023,6,SheVit,2686525.3878999976,8748.0,14507.0921,FY22-23
2023,6,Sparliv,1506705.8720000014,2890.0,4995.3279999999995,FY22-23
2023,6,Supercran,1615003.3059999999,4876.0,366.734,FY22-23
2023,6,Tansin,3653782.516499986,20487.0,21957.5435,FY22-23
2023,6,Telsarta,4945398.519800002,24361.0,32396.7002,FY22-23
2023,6,Telsarta-A,12542853.992500037,40588.0,64212.557499999995,FY22-23
2023,6,Telsarta-D,3966891.185999994,11048.0,18966.214,FY22-23
2023,6,Thewril,2280744.48,6411.0,7982.5199999999995,FY22-23
2023,6,Tiocap,894851.3975,9199.0,4350.8525,FY22-23
2023,6,Treatan,8009736.9663,29438.0,32410.5337,FY22-23
2023,6,Treatan-D,1126917.1465,1641.0,5701.0535,FY22-23
2023,6,UFI,76167.225,196.0,52.275,FY22-23
2023,6,UriTreat,740996.0,1093.0,2244.0,FY22-23
2023,6,Vible,2987151.553899999,5498.0,8543.7061,FY22-23
2023,6,Voxamine,4745496.1899999995,14722.0,76383.81,FY22-23
2023,6,X-Plended,85768417.90859973,306854.0,817714.3914,FY22-23
2023,6,X-Plended EZ,6161992.8862999985,24012.0,29574.3937,FY22-23
2023,6,Xcept,30279912.4239,74676.0,192273.0761,FY22-23
2023,6,Xilica,6706939.851500003,23570.0,45111.5685,FY22-23
2023,6,Zibes,2321445.0826,22223.0,6798.3974,FY22-23
2023,6,Zilero,820011.66,1484.0,9401.34,FY22-23
2023,6,Zilfom,829124.85,2056.0,985.15,FY22-23
2023,6,Zoltar,7803734.930999999,42971.0,4246521.368999999,FY22-23
2023,7,AXIFER,725687.5,936.0,268812.5,FY23-24
2023,7,Actiflor,4136549.4933,8774.0,48560.7667,FY23-24
2023,7,Actnise,1095543.796,4520.0,59223.70399999998,FY23-24
2023,7,Ad Folic,7074776.763300002,27952.0,32857.796700000006,FY23-24
2023,7,Ad Folic OD,13556061.178899966,32666.0,89507.0011,FY23-24
2023,7,Ad-D Chewable,394824.6049,1763.0,649.5051,FY23-24
2023,7,Agoviz,2039714.145,3832.0,12321.855,FY23-24
2023,7,Aircare,308486.43,710.0,1002.5699999999999,FY23-24
2023,7,Aireez,3164993.8938,9469.0,12097.0062,FY23-24
2023,7,Anex-M,883867.4,4024.0,5436.6,FY23-24
2023,7,Anplag,12409943.581999991,11877.0,228159.868,FY23-24
2023,7,Arbi,3414845.9922000067,12401.0,20018.8778,FY23-24
2023,7,Arbi-D,7414869.311999999,20405.0,44555.588,FY23-24
2023,7,Avsar,77666175.7124002,235639.0,313450.6976,FY23-24
2023,7,Avsar Plus,26867200.498600118,75953.0,65004.3214,FY23-24
2023,7,Azliv,760556.8803999999,4100.0,2363.1396,FY23-24
2023,7,BD PEN NEEDLE,2472867.9480000003,121251.0,8910.1113,FY23-24
2023,7,BD SYRINGE - BAG,39301860.359799996,1940309.0,1278275.6608000002,FY23-24
2023,7,Busonide,3811740.8925,9863.0,11244.6075,FY23-24
2023,7,Byvas,11812884.142200036,62600.0,47324.50780000001,FY23-24
2023,7,Dapwiz,3653240.83,16081.0,28525.67,FY23-24
2023,7,Dipof,1477347.6958,6727.0,10410.3942,FY23-24
2023,7,Diu Tansin,1493562.4027999975,8917.0,6990.3572,FY23-24
2023,7,Duzalta,9306376.427999996,24465.0,90466.222,FY23-24
2023,7,Eglaro,261470.608,769.0,2875.9919999999997,FY23-24
2023,7,Eglaro-S,2647275.275,5512.0,12213.224999999999,FY23-24
2023,7,Erli,6821177.577,21957.0,40468.673,FY23-24
2023,7,Erli Plus,656955.65,2977.0,961.35,FY23-24
2023,7,Erli Plus XR,10683497.642000008,28313.0,86435.858,FY23-24
2023,7,Erlina,3927589.883,9078.0,26268.417,FY23-24
2023,7,Estar,29228042.60199998,103793.0,252819.34800000003,FY23-24
2023,7,Evo Joshanda,85904.8998,325.0,13545.1002,FY23-24
2023,7,EvoCheck,17945558.6654,7509.0,1874834.1646,FY23-24
2023,7,EvoCheck Go,6331152.6,4224.0,196047.4,FY23-24
2023,7,Evofix,2810474.3275,12555.0,369392.6725,FY23-24
2023,7,Evokalm,3852316.62,19676.0,31996.379999999997,FY23-24
2023,7,Evokalm XR,1466832.25,3351.0,14309.75,FY23-24
2023,7,Evopride,9836199.84899999,24471.0,71111.151,FY23-24
2023,7,Evopride Plus,15736606.981899936,52881.0,49658.1981,FY23-24
2023,7,Fasteso,2489344.758200003,9378.0,26148.981799999998,FY23-24
2023,7,Femova,6922665.855800004,8972.0,51718.3442,FY23-24
2023,7,Ferfer,9189674.025600027,18422.0,44906.134399999995,FY23-24
2023,7,Ferfer Gro,2963334.399600004,8522.0,8457.4404,FY23-24
2023,7,Galvecta,710637.7673999998,2867.0,3990.6526,FY23-24
2023,7,Galvecta Plus,7907472.0654,20208.0,35195.6846,FY23-24
2023,7,Gouric,57410804.3985,124238.0,419047.6015,FY23-24
2023,7,Histalis,704091.9024000001,6026.0,1671.4176,FY23-24
2023,7,IBANDRO,3570.0,8.0,0.0,FY23-24
2023,7,Inosita,9773774.25050002,13240.0,63752.769499999995,FY23-24
2023,7,Inosita Plus,80520504.97050029,133789.0,662076.3495,FY23-24
2023,7,Ivadin,2081933.475,8160.0,12288.025,FY23-24
2023,7,K-1000,9582781.092899993,18407.0,45552.4671,FY23-24
2023,7,Kalsob,11868890.855600007,26546.0,87958.4644,FY23-24
2023,7,Klevra,5483262.636100001,6706.0,34349.9439,FY23-24
2023,7,Klevra XR,303735.6,655.0,8044.4,FY23-24
2023,7,LACTEUS 2,1193.25,1.0,0.0,FY23-24
2023,7,LACTEUS GROW 3,1193.25,1.0,0.0,FY23-24
2023,7,Lowplat,52330653.513,288241.0,345389.237,FY23-24
2023,7,Lowplat Plus,74995224.68130001,385574.0,419996.81869999995,FY23-24
2023,7,Neo Q 10,2574724.946199999,2796.0,15153.933799999999,FY23-24
2023,7,Nise,36505234.09399996,247349.0,77683.006,FY23-24
2023,7,Omron BPM,19996882.3425,2319.0,3876193.7475,FY23-24
2023,7,Omron BPM Wrist,590430.7860999999,80.0,116853.2139,FY23-24
2023,7,Omron ETB,359142.29720000003,260.0,67775.10280000001,FY23-24
2023,7,Omron Weigh Scale,261896.14270000003,46.0,62657.61729999999,FY23-24
2023,7,Onita,8107644.92,10191.0,78275.83,FY23-24
2023,7,Opt-D,14652622.246500019,88955.0,155859.8835,FY23-24
2023,7,Orslim,35746089.3375,21406.0,280208.6625,FY23-24
2023,7,Oxivort,1037264.685,3078.0,8579.565,FY23-24
2023,7,Paridopa,4451855.955,4441.0,28861.245,FY23-24
2023,7,Phytus,357493.4379,1478.0,82211.5621,FY23-24
2023,7,REKLAIM,394732.93789999996,791.0,1779.5421,FY23-24
2023,7,Ramipace,23257442.678799953,52569.0,141805.0112,FY23-24
2023,7,Redexa,4174996.646000003,8335.0,14202.854,FY23-24
2023,7,Retzole,3307706.15,2298.0,12903.85,FY23-24
2023,7,Revolic,1368994.6571999996,2525.0,6827.342799999999,FY23-24
2023,7,SPEDICAM,1397.88,11.0,0.0,FY23-24
2023,7,Sacvin,22718494.095299926,20403.0,157928.1147,FY23-24
2023,7,SheVit,3869902.243100003,11147.0,17168.1269,FY23-24
2023,7,Sparliv,2219606.444900002,4260.0,8714.3551,FY23-24
2023,7,Supercran,1715447.1298999996,5180.0,635.0700999999999,FY23-24
2023,7,Tansin,3996361.702899982,22460.0,20501.2771,FY23-24
2023,7,Telsarta,6087820.932300002,30028.0,33293.6677,FY23-24
2023,7,Telsarta-A,16420791.31200008,51711.0,82250.238,FY23-24
2023,7,Telsarta-D,5787028.114799997,14662.0,28949.325200000003,FY23-24
2023,7,Thewril,2598645.84,7302.0,8168.16,FY23-24
2023,7,Tiocap,932959.677,9579.0,3387.573,FY23-24
2023,7,Treatan,8266972.3149999995,30225.0,40222.185,FY23-24
2023,7,Treatan-D,1328793.7429999996,1932.0,4672.657,FY23-24
2023,7,UFI,80956.89,203.0,286.11,FY23-24
2023,7,UriTreat,1064247.6,1573.0,5392.4,FY23-24
2023,7,Vible,3225417.7027999987,5940.0,11110.0972,FY23-24
2023,7,Voxamine,4745177.105,14707.0,77561.395,FY23-24
2023,7,X-Plended,88576920.96059974,308676.0,659744.2394,FY23-24
2023,7,X-Plended EZ,6409852.744699999,24995.0,34731.8253,FY23-24
2023,7,Xcept,31601274.7447,79419.0,204416.2553,FY23-24
2023,7,Xilica,7648154.362800003,26506.0,41229.3872,FY23-24
2023,7,ZOLTAR INSTA,124.1,1.0,0.0,FY23-24
2023,7,Zibes,2339285.807,22008.0,8071.213000000001,FY23-24
2023,7,Zilero,750397.42,1383.0,6366.08,FY23-24
2023,7,Zilfom,959451.3125,2378.0,666.1875,FY23-24
2023,7,Zoltar,7480381.350599999,39226.0,3689617.1794000003,FY23-24
2023,8,AXIFER,703800.0,919.0,272637.5,FY23-24
2023,8,Actiflor,5267748.771099999,11139.0,45442.8389,FY23-24
2023,8,Actnise,2170546.987,8722.0,56164.013,FY23-24
2023,8,Ad Folic,7510692.968600002,29643.0,26929.071400000004,FY23-24
2023,8,Ad Folic OD,14783406.214299968,35641.0,104908.7157,FY23-24
2023,8,Ad-D Chewable,467015.2878,2033.0,746.4822,FY23-24
2023,8,Agoviz,2465270.64,4639.0,18913.86,FY23-24
2023,8,Aircare,395884.37999999995,909.0,348.72,FY23-24
2023,8,Aireez,4453722.012600002,11857.0,18312.9474,FY23-24
2023,8,Anex-M,1344933.07,6130.0,9796.93,FY23-24
2023,8,Anplag,13131525.101599984,12393.0,220940.4484,FY23-24
2023,8,Arbi,3480721.3355000075,12680.0,19661.764499999997,FY23-24
2023,8,Arbi-D,7708199.093899999,21285.0,44652.6061,FY23-24
2023,8,Avsar,86393929.94319989,247072.0,382578.2868,FY23-24
2023,8,Avsar Plus,30636616.458900016,79432.0,82912.2811,FY23-24
2023,8,Azliv,1678977.3117999998,8292.0,1950.4082,FY23-24
2023,8,BD PEN NEEDLE,2916603.1571000004,143594.0,23235.5131,FY23-24
2023,8,BD SYRINGE - BAG,53079273.96470001,2607834.0,1887054.5439,FY23-24
2023,8,Busonide,4679842.7475000005,12156.0,10525.2525,FY23-24
2023,8,Byvas,14288199.774499949,65414.0,49716.0555,FY23-24
2023,8,Dapwiz,4335223.4635,18926.0,25608.0365,FY23-24
2023,8,Dipof,1645544.0376000004,7499.0,9416.8924,FY23-24
2023,8,Diu Tansin,1479549.7261999976,8833.0,6867.5138,FY23-24
2023,8,Duzalta,10500211.506399997,27500.0,93034.1936,FY23-24
2023,8,Eglaro,304363.92,891.0,1870.68,FY23-24
2023,8,Eglaro-S,3369069.668399999,6325.0,10955.321600000001,FY23-24
2023,8,Erli,8084819.123,26275.0,58287.127,FY23-24
2023,8,Erli Plus,1031101.85,4674.0,1801.15,FY23-24
2023,8,Erli Plus XR,12723685.043999992,31740.0,100929.656,FY23-24
2023,8,Erlina,5300397.683,12319.0,41000.617,FY23-24
2023,8,Estar,30490968.55399998,108616.0,284292.946,FY23-24
2023,8,Evo Joshanda,361332.3788,1393.0,64925.621199999994,FY23-24
2023,8,EvoCheck,19704468.9085,8321.0,2249897.6315,FY23-24
2023,8,EvoCheck Go,6439650.7,4239.0,101449.3,FY23-24
2023,8,Evofix,4039718.93,17344.0,487262.07,FY23-24
2023,8,Evokalm,4636415.1816,23533.0,58100.818400000004,FY23-24
2023,8,Evokalm XR,1450885.332,3306.0,10366.668,FY23-24
2023,8,Evopride,9711224.458999997,24459.0,48591.991,FY23-24
2023,8,Evopride Plus,20509138.950500064,61680.0,56748.999500000005,FY23-24
2023,8,Fasteso,3090084.0908000036,11436.0,29180.289200000003,FY23-24
2023,8,Femova,9837223.272399982,11189.0,78244.7476,FY23-24
2023,8,Ferfer,11812758.648200013,20610.0,64166.0518,FY23-24
2023,8,Ferfer Gro,4637724.627300011,11046.0,16176.0927,FY23-24
2023,8,Galvecta,712240.5081999998,2867.0,2387.9118,FY23-24
2023,8,Galvecta Plus,8570569.922400005,21220.0,42211.5976,FY23-24
2023,8,Gouric,61471714.364,127380.0,515402.636,FY23-24
2023,8,Histalis,958021.6074000006,8271.0,2270.9226,FY23-24
2023,8,IBANDRO,34249.6875,79.0,1004.0625,FY23-24
2023,8,Inosita,11291350.3585,13795.0,66289.4615,FY23-24
2023,8,Inosita Plus,95719244.33669989,145957.0,900327.1133,FY23-24
2023,8,Ivadin,2415903.4074999997,9468.0,12232.092499999999,FY23-24
2023,8,K-1000,10620166.8023,19748.0,48690.1977,FY23-24
2023,8,Kalsob,15348231.435199954,30079.0,97034.2748,FY23-24
2023,8,Klevra,6530986.695800003,7579.0,60468.2042,FY23-24
2023,8,Klevra XR,384703.2,827.0,8948.8,FY23-24
2023,8,LACTEUS GROW 3,14319.0,12.0,0.0,FY23-24
2023,8,Lowplat,55039735.6341,303419.0,410086.61590000003,FY23-24
2023,8,Lowplat Plus,94793699.74400103,415215.0,625051.506,FY23-24
2023,8,Neo Q 10,2420969.539799999,2623.0,8662.9002,FY23-24
2023,8,Nise,40182739.4559999,272403.0,105664.24399999999,FY23-24
2023,8,Omron BPM,15700324.140700001,1881.0,2738187.6092999997,FY23-24
2023,8,Omron BPM Wrist,405310.33469999995,52.0,54424.2653,FY23-24
2023,8,Omron ETB,219706.7037,156.0,36443.736300000004,FY23-24
2023,8,Omron Weigh Scale,198045.43980000002,28.0,25487.7102,FY23-24
2023,8,Onita,8809153.245000001,11064.0,78004.755,FY23-24
2023,8,Opt-D,17919299.98250003,108756.0,187050.7275,FY23-24
2023,8,Orslim,39304963.43,23540.0,312856.57,FY23-24
2023,8,Oxivort,1219568.0575,3598.0,10063.1925,FY23-24
2023,8,Paridopa,5251924.7075,4944.0,31625.1425,FY23-24
2023,8,Phytus,621034.106,2503.0,123608.394,FY23-24
2023,8,REKLAIM,411360.3941,824.0,1694.3258999999998,FY23-24
2023,8,Ramipace,26734208.564499952,60204.0,160758.3255,FY23-24
2023,8,Redexa,5119971.676500002,9302.0,13745.2735,FY23-24
2023,8,Retzole,3613092.45,2511.0,15302.55,FY23-24
2023,8,Revolic,1508996.1167999993,2780.0,5770.2832,FY23-24
2023,8,SPEDICAM,508.32,4.0,0.0,FY23-24
2023,8,Sacvin,23822762.05739992,21428.0,169615.9126,FY23-24
2023,8,SheVit,5551966.596800003,15995.0,25649.8532,FY23-24
2023,8,Sparliv,2812369.532500002,5398.0,11216.3075,FY23-24
2023,8,Supercran,1894879.0770999996,5731.0,3743.9129000000003,FY23-24
2023,8,Tansin,4003016.1268999837,22333.0,20258.8131,FY23-24
2023,8,Telsarta,6278107.678600003,30940.0,38943.8814,FY23-24
2023,8,Telsarta-A,16250485.437500067,50993.0,71630.8925,FY23-24
2023,8,Telsarta-D,6214711.321600009,14876.0,31140.6784,FY23-24
2023,8,Thewril,2841009.57,7983.0,8921.43,FY23-24
2023,8,Tiocap,1472814.7539999997,13185.0,6542.246,FY23-24
2023,8,Treatan,8814937.6205,32326.0,49431.879499999995,FY23-24
2023,8,Treatan-D,1478235.8469999996,2156.0,9835.353,FY23-24
2023,8,UFI,58371.71,146.0,99.78999999999999,FY23-24
2023,8,UriTreat,1173639.2,1732.0,4120.8,FY23-24
2023,8,Vible,5023575.489399998,7776.0,17605.3106,FY23-24
2023,8,Voxamine,5108231.4562,15759.0,80865.5438,FY23-24
2023,8,X-Plended,95682642.41269968,333977.0,791625.7372999999,FY23-24
2023,8,X-Plended EZ,10413592.327499991,32373.0,63057.1725,FY23-24
2023,8,Xcept,34848861.233,79427.0,244808.26700000002,FY23-24
2023,8,Xilica,8958648.022900002,29214.0,56214.7371,FY23-24
2023,8,Zibes,3086716.154000003,24549.0,10225.386,FY23-24
2023,8,Zilero,816999.855,1478.0,7721.145,FY23-24
2023,8,Zilfom,1195705.625,2963.0,605.625,FY23-24
2023,8,Zoltar,8835731.7823,48034.0,4867216.8577,FY23-24
2023,9,AXIFER,952743.75,1235.0,359443.75,FY23-24
2023,9,Actiflor,3286549.3434000006,6963.0,34732.0266,FY23-24
2023,9,Actnise,2238000.8845,8915.0,54398.1155,FY23-24
2023,9,Ad Folic,6783404.697799993,26785.0,27485.1022,FY23-24
2023,9,Ad Folic OD,13067434.04279998,31483.0,83959.5472,FY23-24
2023,9,Ad-D Chewable,433680.1188,1915.0,771.1812,FY23-24
2023,9,Agoviz,2483086.725,4671.0,18233.775,FY23-24
2023,9,Aircare,449308.284,1032.0,540.5160000000001,FY23-24
2023,9,Aireez,5094098.5248000035,13683.0,14181.8352,FY23-24
2023,9,Anex-M,1331041.01,6074.0,11312.99,FY23-24
2023,9,Anplag,14806361.258399993,12302.0,265245.3616,FY23-24
2023,9,Arbi,3376822.3491000067,12291.0,16413.5709,FY23-24
2023,9,Arbi-D,7885521.245300007,20586.0,43530.5247,FY23-24
2023,9,Avsar,85575848.37049955,236200.0,354220.4495,FY23-24
2023,9,Avsar Plus,28652103.323700003,74346.0,70362.0763,FY23-24
2023,9,Azliv,1828677.6927999996,8706.0,1979.0672,FY23-24
2023,9,BD PEN NEEDLE,2402930.6512,118174.0,16583.7146,FY23-24
2023,9,BD SYRINGE - BAG,49587968.85780005,2451414.0,1650762.2302,FY23-24
2023,9,Busonide,4769988.3075,12375.0,12396.442500000001,FY23-24
2023,9,Byvas,15675416.980499938,66638.0,55100.0495,FY23-24
2023,9,Dapwiz,5104456.397100006,19575.0,27416.052900000002,FY23-24
2023,9,Dipof,1451267.4411000004,5998.0,5574.778899999999,FY23-24
2023,9,Diu Tansin,1415660.5383999979,8456.0,7315.1416,FY23-24
2023,9,Duzalta,11891972.274300016,27413.0,92426.3557,FY23-24
2023,9,Eglaro,300449.772,880.0,2952.628,FY23-24
2023,9,Eglaro-S,3418143.710099999,6399.0,13051.2099,FY23-24
2023,9,Erli,8756655.873199966,26199.0,66918.5168,FY23-24
2023,9,Erli Plus,1601597.71,7261.0,2981.29,FY23-24
2023,9,Erli Plus XR,11223471.3124,27761.0,88889.6876,FY23-24
